incoh_snr_xx,incoh_snr_yy,ctime,event_id,calibrator_name,calibrator_ra,calibrator_dec,ra,name,dec,hco_x,hco_y,hco_z,tau_xx,tau_yy,tau_no_iono_xx,tau_no_iono_yy,tec_xx,tec_yy,uncalibrated_snr_xx,uncaibrated_snr_yy,calibrated_snr_xx,caibrated_snr_yy,snr_xx,snr_yy,cal_snr_xx,cal_snr_yy,cal_incoh_snr_xx,cal_incoh_snr_yy,cal_snr_xx_masked,cal_snr_yy_masked,cal_incoh_snr_xx_masked,cal_incoh_snr_yy_masked,filename,x_cal,y_cal,x_tar,y_tar,delta_x,delta_y,pulsar_good_pos,tau_xx_ns,tau_yy_ns
3.9705657958984375,5.743598937988281,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.7609996136667,J035902.6+600522,60.0894637845278,-2523643.44047669,-4123699.84440233,4147774.23913098,-0.0018112499999637377,-0.0007587499999640243,0.01054875000003147,0.012661250000030773,-2.499999999999467,-2.2999999999994643,21.238046646118164,17.88894271850586,21.30760383605957,17.559200286865234,21.69095802307129,19.530275344848633,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,43.15553283691406,45.543373107910156,47.499732971191406,52.734012603759766,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated_bw_600_800_masked/J035902.6+600522_calibrated_bw_600_800_masked_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.515183655813002,10.843887323103722,0.4220998897987134,-16.878048282385556,True,-1.8112499999637377,-0.7587499999640244
7.223388671875,7.973987579345703,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.72392881486245,B0355+54,54.22053695681744,-2523643.44047669,-4123699.84440233,4147774.23913098,-0.0017043749999630826,0.006811250000034011,0.014445625000030656,0.014571250000031002,-2.8999999999994728,-1.4999999999994529,17.186887741088867,17.123985290527344,15.418900489807129,14.095223426818848,18.10191535949707,15.138765335083008,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,43.550193786621094,42.49856185913086,40.626251220703125,46.63588333129883,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated_bw_600_800_masked/B0355+54_calibrated_bw_600_800_masked_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.5672489929372506,4.975094227938915,0.3700345526744647,-22.746841377550364,True,-1.7043749999630826,6.81125000003401
4.626728057861328,3.204357147216797,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.873947,J0359+5057,50.96393385555556,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0047918750000354275,-0.005271249999958035,0.015331875000031341,0.015408750000033947,-2.0999999999994614,-3.899999999999487,16.912553787231445,10.122283935546875,12.988447189331055,8.412132263183594,15.083855628967285,10.586597442626953,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,34.886173248291016,43.082401275634766,42.15789794921875,49.988094329833984,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated_bw_600_800_masked/J0359+5057_calibrated_bw_600_800_masked_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.6983518561965875,1.7197746532952487,0.23893168941512788,-26.00216095219403,True,4.791875000035428,-5.271249999958036
10.81826400756836,10.66162109375,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,19.318315779166664,J0117+8928,89.47999330555555,-2523643.44047669,-4123699.84440233,4147774.23913098,-0.00033812499997372923,0.0016131250000224265,-0.011828124999969275,-0.013676874999971646,2.300000000000601,2.700000000000607,19.70366096496582,11.768784523010254,16.949703216552734,15.669389724731445,18.254911422729492,18.289199829101562,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,34.2921142578125,35.30506134033203,32.25535202026367,38.18477249145508,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated_bw_600_800_masked/J0117+8928_calibrated_bw_600_800_masked_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,0.25721457696263067,40.35056524979605,1.194498122574346,12.62862964430677,True,-0.33812499997372925,1.6131250000224264
4.67371940612793,4.338134765625,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,152.52066956249996,J1010+4522,45.37296694444444,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0015112500000312185,0.010834375000027877,0.0029612500000306564,0.003064375000030889,-0.09999999999943299,1.5000000000005898,17.20596694946289,8.05215835571289,19.93328857421875,11.621795654296875,19.820049285888672,11.591896057128906,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,41.81336212158203,38.64723587036133,34.19614791870117,41.5292854309082,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated_bw_600_800_masked/J1010+4522_calibrated_bw_600_800_masked_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,0.09331252882555212,-4.071383240688424,-0.26721176928144746,-44.9829087785835,True,1.5112500000312186,10.834375000027878
23.391494750976562,19.480945587158203,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,152.97573187499998,J1011+4204,42.07593759444445,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0035075000000309897,0.0068625000000299315,0.0035075000000309897,0.003582500000031203,5.684341886080801e-13,0.5000000000005755,35.003177642822266,27.000091552734375,27.32183265686035,30.010841369628906,27.32183265686035,29.854793548583984,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,42.32418441772461,35.24919128417969,34.46348571777344,44.007240295410156,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated_bw_600_800_masked/J1011+4204_calibrated_bw_600_800_masked_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,-0.2377376052212725,-7.368125335137429,-0.5982619033282721,-48.2796508730325,True,3.5075000000309897,6.862500000029931
7.109645843505859,8.203254699707031,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,151.507292625708,J100601.7+345410,34.9028893364722,-2523643.44047669,-4123699.84440233,4147774.23913098,0.011540625000029602,0.015780625000028442,0.00886062500003064,0.008920625000031102,0.600000000000577,1.300000000000587,19.639066696166992,12.796332359313965,19.742536544799805,17.404531478881836,19.26942253112793,18.010887145996094,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,42.7497673034668,35.973819732666016,32.755794525146484,35.57844543457031,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated_bw_600_800_masked/J100601.7+345410_calibrated_bw_600_800_masked_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,0.9445625726154487,-14.533779633675527,0.5840382745084491,-55.4453051715706,True,11.540625000029602,15.780625000028442
12.959541320800781,10.16522216796875,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,148.697678690042,J095447.4+743557,74.599206971,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0032512500000281205,0.006517500000026915,-0.005088749999968646,-0.005152499999968561,1.4000000000005883,1.9000000000005954,20.31209945678711,21.468029022216797,24.338851928710938,20.08711814880371,27.26877212524414,21.158092498779297,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,42.192718505859375,35.512786865234375,29.265487670898438,38.58279037475586,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated_bw_600_800_masked/J095447.4+743557_calibrated_bw_600_800_masked_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,1.0375418679537562,25.18566901521975,0.6770175698467567,-15.725856522675322,True,3.2512500000281204,6.5175000000269145
4.346103668212891,4.950778961181641,1740788754.2171366,438909023,J030011.1+820239,45.0464033110417,82.0442644588333,46.6622707987083,J030638.9+820032,82.0090768146111,-2523643.44047669,-4123699.84440233,4147774.23913098,0.512379375000032,0.5123512500000319,0.5141993750000312,0.5141612500000312,-0.39999999999943725,-0.39999999999943725,20.412778854370117,7.781861305236816,31.694976806640625,22.606996536254883,31.904720306396484,22.902929306030273,29.821456909179688,17.237232208251953,14.928657531738281,11.932815551757812,26.33451271057129,16.581846237182617,17.20208740234375,9.129459381103516,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438909023/calibrated_bw_600_800_masked/J030638.9+820032_calibrated_bw_600_800_masked_to_J030011.1+820239_vis.h5,0.016297264990222698,32.82236487825676,-0.2080132728534116,32.788086993112536,-0.22431053784363428,-0.03427788514422048,True,512.3793750000319,512.3512500000319
16.205787658691406,11.787361145019531,1740788754.2171366,438909023,J030011.1+820239,45.0464033110417,82.0442644588333,19.318315779166664,J0117+8928,89.47999330555555,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0005693750000277369,-0.0012987499999715692,-0.008630624999968696,-0.008788749999968665,1.6000000000005912,1.2000000000005855,23.013212203979492,23.928638458251953,16.78278350830078,16.127288818359375,16.958524703979492,17.29969596862793,29.821456909179688,17.237232208251953,14.928657531738281,11.932815551757812,26.644014358520508,17.24749755859375,16.72127914428711,9.841625213623047,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438909023/calibrated_bw_600_800_masked/J0117+8928_calibrated_bw_600_800_masked_to_J030011.1+820239_vis.h5,0.016297264990222698,32.82236487825676,0.17585298176385816,40.31111115143565,0.15955571677363548,7.48874627317889,True,0.5693750000277369,-1.2987499999715693
