incoh_snr_xx,incoh_snr_yy,ctime,event_id,calibrator_name,calibrator_ra,calibrator_dec,ra,name,dec,hco_x,hco_y,hco_z,tau_xx,tau_yy,tau_no_iono_xx,tau_no_iono_yy,tec_xx,tec_yy,uncalibrated_snr_xx,uncaibrated_snr_yy,calibrated_snr_xx,caibrated_snr_yy,snr_xx,snr_yy,cal_snr_xx,cal_snr_yy,cal_incoh_snr_xx,cal_incoh_snr_yy,bw_00,bw_11,cal_snr_xx_masked,cal_snr_yy_masked,cal_incoh_snr_xx_masked,cal_incoh_snr_yy_masked,filename,x_cal,y_cal,x_tar,y_tar,delta_x,delta_y,pulsar_good_pos,tau_xx_ns,tau_yy_ns
5.137111663818359,8.524765014648438,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.7609996136667,J035902.6+600522,60.0894637845278,-2523643.44047669,-4123699.84440233,4147774.23913098,5.9375000034719155e-05,0.00014375000003332382,0.008709375000031366,0.0057237500000311605,-2.0999999999994614,-2.0999999999994614,30.798404693603516,23.979354858398438,16.574390411376953,16.756393432617188,23.26191520690918,22.581541061401367,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,862,871,35.31868362426758,36.12608337402344,45.14397048950195,46.300926208496094,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated/J035902.6+600522_calibrated_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.515183655813002,10.843887323103722,0.4220998897987134,-16.878048282385556,True,0.059375000034719155,0.14375000003332383
6.305133819580078,9.019824981689453,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.72392881486245,B0355+54,54.22053695681744,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0015375000000380536,-0.000581874999960489,0.012377500000033851,0.007718125000036293,-2.3999999999994657,-2.69999999999947,17.038686752319336,19.539522171020508,11.828648567199707,10.60526180267334,16.59958267211914,15.96652889251709,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,860,871,34.158592224121094,34.6608772277832,42.616886138916016,43.5830078125,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated/B0355+54_calibrated_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.5672489929372506,4.975094227938915,0.3700345526744647,-22.746841377550364,True,1.5375000000380536,-0.581874999960489
7.3123016357421875,8.466239929199219,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,19.318315779166664,J0117+8928,89.47999330555555,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0005700000000264348,0.0006756250000229114,-0.011759999999968785,-0.020404374999968916,2.500000000000604,2.500000000000604,16.931154251098633,12.737525939941406,13.015369415283203,13.36311149597168,19.738866806030273,17.268077850341797,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,769,871,30.002742767333984,29.189006805419922,38.568702697753906,37.04746627807617,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated/J0117+8928_calibrated_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,0.25721457696263067,40.35056524979605,1.194498122574346,12.62862964430677,True,0.5700000000264348,0.6756250000229114
8.438587188720703,5.403961181640625,1740791938.8477173,438913616,J0410+7656,62.69004559999999,76.94592036944445,59.873947,J0359+5057,50.96393385555556,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0015787500000334943,-0.00020687499996523834,0.008688750000030738,0.010183125000030734,-2.5999999999994685,-2.999999999999474,26.74249267578125,21.77285385131836,12.738235473632812,13.76792049407959,19.279521942138672,19.614681243896484,30.097900390625,34.5010871887207,44.030723571777344,54.53711700439453,757,871,31.27046012878418,35.578189849853516,34.816646575927734,51.52058410644531,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438913616/calibrated/J0359+5057_calibrated_to_J0410+7656_vis.h5,-0.9372835456117153,27.72193560548928,-0.6983518561965875,1.7197746532952487,0.23893168941512788,-26.00216095219403,True,1.5787500000334944,-0.20687499996523834
15.203235626220703,15.74127197265625,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,152.97573187499998,J1011+4204,42.07593759444445,-2523643.44047669,-4123699.84440233,4147774.23913098,0.003518125000031137,0.0017656250000316954,0.003518125000031137,0.0035556250000310014,5.684341886080801e-13,-0.39999999999943725,32.89751052856445,33.1090087890625,27.009742736816406,25.094884872436523,27.009742736816406,24.93309783935547,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,865,871,39.127628326416016,38.06709289550781,18.38140869140625,27.995113372802734,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated/J1011+4204_calibrated_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,-0.2377376052212725,-7.368125335137429,-0.5982619033282721,-48.2796508730325,True,3.518125000031137,1.7656250000316953
4.6272735595703125,4.228366851806641,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,152.52066956249996,J1010+4522,45.37296694444444,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0042743750000304205,-0.0020281249999677424,0.002894375000030955,0.0030218750000303,0.5000000000005755,-0.8999999999994444,14.588197708129883,11.175625801086426,16.345624923706055,9.71926498413086,17.219192504882812,12.81016731262207,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,854,871,36.892486572265625,37.80379867553711,17.834583282470703,28.28968048095703,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated/J1010+4522_calibrated_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,0.09331252882555212,-4.071383240688424,-0.26721176928144746,-44.9829087785835,True,4.27437500003042,-2.0281249999677424
3.8097000122070312,6.807506561279297,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,151.507292625708,J100601.7+345410,34.9028893364722,-2523643.44047669,-4123699.84440233,4147774.23913098,0.006418125000031466,0.0540693750000133,0.006788125000031323,0.008849375000030827,-0.29999999999943583,6.9000000000006665,14.511905670166016,16.227062225341797,17.26285743713379,14.589240074157715,17.434043884277344,15.40245532989502,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,868,871,38.261756896972656,36.241214752197266,20.437057495117188,29.34075927734375,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated/J100601.7+345410_calibrated_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,0.9445625726154487,-14.533779633675527,0.5840382745084491,-55.4453051715706,True,6.418125000031466,54.069375000013295
7.701560974121094,6.423439025878906,1739694259.7342567,437574971,J0117+8928,19.318315779166664,89.47999330555555,148.697678690042,J095447.4+743557,74.599206971,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0032193750000281633,0.0014250000000292527,-0.005010624999968646,-0.0030449999999690143,1.4000000000005883,1.0000000000005826,18.439640045166016,19.81981658935547,19.442649841308594,20.253623962402344,22.306276321411133,23.22467803955078,40.473854064941406,34.261962890625,27.48601531982422,28.73509979248047,837,871,44.134246826171875,36.525909423828125,21.834423065185547,25.84711456298828,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/437574971/calibrated/J095447.4+743557_calibrated_to_J0117+8928_vis.h5,0.3605242981069996,40.91152553789507,1.0375418679537562,25.18566901521975,0.6770175698467567,-15.725856522675322,True,3.219375000028163,1.4250000000292526
7.733737945556641,44.5202522277832,1740788754.2171366,438909023,J030011.1+820239,45.0464033110417,82.0442644588333,46.13815588,B0301+19,19.54716433,-2523643.44047669,-4123699.84440233,4147774.23913098,0.0033456250000344755,-0.0030537499999633774,0.017365625000029042,0.010886250000031218,-2.8999999999994728,-4.299999999999493,15.212857246398926,34.60490417480469,11.314292907714844,16.388132095336914,14.871549606323242,16.74578094482422,29.821456909179688,17.237232208251953,14.928657531738281,11.932815551757812,834,871,34.004608154296875,20.515357971191406,12.593299865722656,9.803264617919922,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438909023/calibrated/B0301+19_calibrated_to_J030011.1+820239_vis.h5,0.016297264990222698,32.82236487825676,-0.5718409745586865,-29.67296703152145,-0.5881382395489092,-62.4953319097782,False,3.3456250000344756,-3.0537499999633773
3.9983863830566406,5.058208465576172,1740788754.2171366,438909023,J030011.1+820239,45.0464033110417,82.0442644588333,46.6622707987083,J030638.9+820032,82.0090768146111,-2523643.44047669,-4123699.84440233,4147774.23913098,0.5142256250000312,0.5132506250000314,0.5142256250000312,0.5141506250000311,5.684341886080801e-13,-0.1999999999994344,12.582143783569336,8.62110710144043,25.999738693237305,21.65033721923828,25.999738693237305,21.962852478027344,29.821456909179688,17.237232208251953,14.928657531738281,11.932815551757812,834,871,34.32350158691406,17.638668060302734,12.433521270751953,10.528022766113281,/arc/projects/chime_frb/vlbi/OVP_astrometry_hco/M22_true_pos_fit_hco_MASK_RFI/438909023/calibrated/J030638.9+820032_calibrated_to_J030011.1+820239_vis.h5,0.016297264990222698,32.82236487825676,-0.2080132728534116,32.788086993112536,-0.22431053784363428,-0.03427788514422048,True,514.2256250000312,513.2506250000314
