name,ra,dec,ctime,event_id
J0117+8928,19.318315779166664,89.47999330555555,1740142645.8116107,438011184
J1507+5857,226.94744085,58.957681025,1740142645.8116107,438011184
B1508+55,227.3559564,55.52526409,1740142645.8116107,438011184
J1509+4726,227.33271761666663,47.44893824166666,1740142645.8116107,438011184
J1510+5244,227.58426916666664,52.74171502222222,1740142645.8116107,438011184
J1504+1029,226.1040824333333,10.49422182222222,1740142645.8116107,438011184
J1504+6000,226.0383697708333,60.01547576666667,1740142645.8116107,438011184
J145907.5+714019,224.781599616833,71.6721852248056,1740142645.8116107,438011184
J2020+294A,305.02736179999994,29.704071191666667,1740161427.9183872,438036324
J0117+8928,19.318315779166664,89.47999330555555,1740161427.9183872,438036324
J2020+2942,305.0273484583333,29.703940608333333,1740161427.9183872,438036324
J201555.3+655452,303.980702740542,65.9146274652778,1740161427.9183872,438036324
B2021+51,305.7077136580315,51.91407734935986,1740161427.9183872,438036324
J202045.8+282659,305.191126150875,28.4497769506111,1740161427.9183872,438036324
J2022+6136,305.5278406125,61.61633465,1740161427.9183872,438036324
J214816.0+610705,327.066842897958,61.1182761023889,1740166979.921692,438043327
J0117+8928,19.318315779166664,89.47999330555555,1740166979.921692,438043327
B2154+40,329.25784230222735,40.29613372730952,1740166979.921692,438043327
J2150+1449,327.5983644041666,14.829970680555554,1740166979.921692,438043327
J225409.3+244523,343.538924580708,24.7565063813611,1740170718.4205246,438050607
J2251+1848,342.8946980625,18.811131733333333,1740170718.4205246,438050607
B2255+58,344.4907013,59.15410341,1740170718.4205246,438050607
J2250+7129,342.63723212916665,71.48867479166667,1740170718.4205246,438050607
J225536.7+420252,343.902949332833,42.04792572525,1740170718.4205246,438050607
J0117+8928,19.318315779166664,89.47999330555555,1740170718.4205246,438050607
J225722.0+415416,344.341970403417,41.9045910558889,1740170718.4205246,438050607
J234403.7+822640,356.015706109625,82.4445561011389,1740170718.4205246,438050607
J2253+1608,343.4906164541666,16.14821137222222,1740170718.4205246,438050607
J035902.6+600522,59.7609996136667,60.0894637845278,1740188793.554715,438100044
B0355+54,59.72392873126523,54.22053691341291,1740188793.554715,438100044
J0117+8928,19.318315779166664,89.47999330555555,1740188793.554715,438100044
J0355+2113,58.958334429166655,21.222599675,1740188793.554715,438100044
J0359+5057,59.873947,50.96393385555556,1740188793.554715,438100044
J0410+7656,62.69004559999999,76.94592036944445,1740188793.554715,438100044
B0531+21,83.63302816696027,22.014504119539662,1740194630.1595187,438109569
J053444.5+192721,83.6854675439583,19.4559683458333,1740194630.1595187,438109569
J053056.4+133155,82.735069780875,13.5319859635556,1740194630.1595187,438109569
J054236.1+495107,85.65057457125,49.8520093649722,1740194630.1595187,438109569
J0117+8928,19.318315779166664,89.47999330555555,1740194630.1595187,438109569
J0529+2500,82.29226447083333,25.014326166666667,1740194630.1595187,438109569
J0831+3742,127.79174230833334,37.702658694444445,1740205522.9856577,438120977
B0834+06,129.2735283405271,6.171163010076371,1740205522.9856577,438120977
J084124.3+705342,130.351522021167,70.8950480676389,1740205522.9856577,438120977
J0117+8928,19.318315779166664,89.47999330555555,1740205522.9856577,438120977
J083454.9+553421,128.728766615667,55.5725195391389,1740205522.9856577,438120977
B0136+57,24.83201680543083,58.2420651375386,1740266583.1885517,438185229
J0141+1353,25.28811899583333,13.891222872222222,1740266583.1885517,438185229
J0117+8928,19.318315779166664,89.47999330555555,1740266583.1885517,438185229
J013658.5+475129,24.2441450135833,47.8580833533333,1740266583.1885517,438185229
J0137+3309,24.422081866666662,33.15974373333333,1740266583.1885517,438185229
J150609.5+373051,226.539708230375,37.5142034725556,1740314980.0826485,438226620
J0117+8928,19.318315779166664,89.47999330555555,1740314980.0826485,438226620
J1507+5857,226.94744085,58.957681025,1740314980.0826485,438226620
J150426.6+285430,226.111235754375,28.9084840166667,1740314980.0826485,438226620
B1508+55,227.3559564,55.52526409,1740314980.0826485,438226620
J1509+4726,227.33271761666663,47.44893824166666,1740314980.0826485,438226620
J1504+1029,226.1040824333333,10.49422182222222,1740314980.0826485,438226620
J1504+6000,226.0383697708333,60.01547576666667,1740314980.0826485,438226620
J145907.5+714019,224.781599616833,71.6721852248056,1740314980.0826485,438226620
B0136+57,24.83201677787204,58.24206512493873,1740352755.8772607,438284683
J0141+1353,25.28811899583333,13.891222872222222,1740352755.8772607,438284683
J0117+8928,19.318315779166664,89.47999330555555,1740352755.8772607,438284683
J013658.5+475129,24.2441450135833,47.8580833533333,1740352755.8772607,438284683
J0130+2608,22.598043341666667,26.135663352777776,1740352755.8772607,438284683
J0137+3309,24.422081866666662,33.15974373333333,1740352755.8772607,438284683
J061048.8+724853,92.703638614375,72.8147732713611,1740369494.6528614,438300822
J0117+8928,19.318315779166664,89.47999330555555,1740369494.6528614,438300822
J0614+6046,93.59944241666666,60.772709983333336,1740369494.6528614,438300822
J1800+7828,270.1903495666666,78.46778289444444,1740412238.305929,438321925
J181003.3+564922,272.513829297,56.8230473263056,1740412238.305929,438321925
J0117+8928,19.318315779166664,89.47999330555555,1740412238.305929,438321925
J181536.7+612711,273.903301067667,61.4532354306944,1740412238.305929,438321925
J1806+6949,271.7111693791667,69.82447458333333,1740412238.305929,438321925
J1810+7350,272.574317025,73.84168076388889,1740412238.305929,438321925
B2217+47,334.9503756,47.91478572,1740426994.9602034,438371791
J2213+0913,333.4740045875,9.223682788888889,1740426994.9602034,438371791
J220921.4+374218,332.339271246625,37.7050631330556,1740426994.9602034,438371791
J0117+8928,19.318315779166664,89.47999330555555,1740426994.9602034,438371791
J0831+3742,127.79174230833334,37.702658694444445,1740463993.8973298,438431205
B0834+06,129.27352834547338,6.171163127644292,1740463993.8973298,438431205
J084124.3+705342,130.351522021167,70.8950480676389,1740463993.8973298,438431205
J0117+8928,19.318315779166664,89.47999330555555,1740463993.8973298,438431205
J083454.9+553421,128.728766615667,55.5725195391389,1740463993.8973298,438431205
J150609.5+373051,226.539708230375,37.5142034725556,1740487299.743745,438433641
J0117+8928,19.318315779166664,89.47999330555555,1740487299.743745,438433641
B1508+55,227.3559564,55.52526409,1740487299.743745,438433641
J1509+4726,227.33271761666663,47.44893824166666,1740487299.743745,438433641
J1504+1029,226.1040824333333,10.49422182222222,1740487299.743745,438433641
J1504+6000,226.0383697708333,60.01547576666667,1740487299.743745,438433641
J145907.5+714019,224.781599616833,71.6721852248056,1740487299.743745,438433641
B0136+57,24.8320167227462,58.24206509973524,1740525126.2474957,438491426
J0141+1353,25.28811899583333,13.891222872222222,1740525126.2474957,438491426
J0117+8928,19.318315779166664,89.47999330555555,1740525126.2474957,438491426
J013658.5+475129,24.2441450135833,47.8580833533333,1740525126.2474957,438491426
J0137+3309,24.422081866666662,33.15974373333333,1740525126.2474957,438491426
J035902.6+600522,59.7609996136667,60.0894637845278,1740533432.1691198,438508012
B0355+54,59.72392877903295,54.2205369382144,1740533432.1691198,438508012
J0117+8928,19.318315779166664,89.47999330555555,1740533432.1691198,438508012
J035608.4+290342,59.0352580905833,29.0617557316389,1740533432.1691198,438508012
J0359+5057,59.873947,50.96393385555556,1740533432.1691198,438508012
J0410+7656,62.69004559999999,76.94592036944445,1740533432.1691198,438508012
J0831+3742,127.79174230833334,37.702658694444445,1740550181.2765913,438528906
B0834+06,129.27352834712272,6.171163166847375,1740550181.2765913,438528906
J084124.3+705342,130.351522021167,70.8950480676389,1740550181.2765913,438528906
J0117+8928,19.318315779166664,89.47999330555555,1740550181.2765913,438528906
J083454.9+553421,128.728766615667,55.5725195391389,1740550181.2765913,438528906
J084124.3+705342,130.351522021167,70.8950480676389,1740550484.8567553,438529214
J0843+4215,130.881822675,42.25820127777778,1740550484.8567553,438529214
J0117+8928,19.318315779166664,89.47999330555555,1740550484.8567553,438529214
J083454.9+553421,128.728766615667,55.5725195391389,1740550484.8567553,438529214
J0117+8928,19.318315779166664,89.47999330555555,1740560647.045504,438535323
J1130+2157,172.64002557916663,21.958033991666667,1740560647.045504,438535323
J1135+3708,173.77471905833332,37.14465943888889,1740560647.045504,438535323
J112740.1+565014,171.917230076333,56.8374431565,1740560647.045504,438535323
J1145+6958,176.28145304166665,69.97107976111111,1740560647.045504,438535323
J1135+4258,173.98328741249998,42.97907138055556,1740560647.045504,438535323
J1127+5743,171.93239742916663,57.72107491388889,1740560647.045504,438535323
J234403.7+822640,356.015706109625,82.4445561011389,1740560647.045504,438535323
J1129+5025,172.44983215416664,50.43092040277777,1740560647.045504,438535323
J1132+5100,173.20993722916663,51.005533175,1740560647.045504,438535323
J1126+3345,171.59859925416666,33.75746690277778,1740560647.045504,438535323
J112813.3+592514,172.055586132542,59.4207773768889,1740560647.045504,438535323
J115312.4+805829,178.30208009675,80.9747651588333,1740560647.045504,438535323
J113053.2+381518,172.722010900833,38.2551519266944,1740560647.045504,438535323
J112553.7+261019,171.473799653208,26.172216306,1740560647.045504,438535323
J1129+5638,172.26723893749997,56.64556685,1740560647.045504,438535323
J1132+6324,173.1462486333333,63.401971527777775,1740560647.045504,438535323
J214816.0+610705,327.066842897958,61.1182761023889,1740597910.145124,438566276
J0117+8928,19.318315779166664,89.47999330555555,1740597910.145124,438566276
B2154+40,329.2578423825006,40.296133742948,1740597910.145124,438566276
J2150+1449,327.5983644041666,14.829970680555554,1740597910.145124,438566276
B2217+47,334.9503756,47.91478572,1740599283.903269,438568084
J220921.4+374218,332.339271246625,37.7050631330556,1740599283.903269,438568084
J2217+2421,334.25342155416666,24.36276622777778,1740599283.903269,438568084
J221237.9+015251,333.158223162667,1.8808864044444,1740599283.903269,438568084
J0117+8928,19.318315779166664,89.47999330555555,1740599283.903269,438568084
J035902.6+600522,59.7609996136667,60.0894637845278,1740619604.5589876,438624774
B0355+54,59.72392879097664,54.22053694441568,1740619604.5589876,438624774
J0117+8928,19.318315779166664,89.47999330555555,1740619604.5589876,438624774
J0359+5057,59.873947,50.96393385555556,1740619604.5589876,438624774
J0410+7656,62.69004559999999,76.94592036944445,1740619604.5589876,438624774
J075303.3+423130,118.263906034375,42.52521247925,1740633483.8325672,438643110
J075153.6+331319,117.973638514292,33.2221719424722,1740633483.8325672,438643110
J0752+6112,118.047024775,61.20913816944445,1740633483.8325672,438643110
J075020.4+481453,117.585151283458,48.24821019575,1740633483.8325672,438643110
J074110.7+311200,115.294597100292,31.2000636430833,1740633483.8325672,438643110
J0117+8928,19.318315779166664,89.47999330555555,1740633483.8325672,438643110
J0831+3742,127.79174230833334,37.702658694444445,1740636339.494954,438648476
B0834+06,129.27352834877152,6.1711632060372885,1740636339.494954,438648476
J084124.3+705342,130.351522021167,70.8950480676389,1740636339.494954,438648476
J082447.2+555242,126.196818185792,55.8785192663611,1740636339.494954,438648476
J0117+8928,19.318315779166664,89.47999330555555,1740636339.494954,438648476
J083454.9+553421,128.728766615667,55.5725195391389,1740636339.494954,438648476
J035902.6+600522,59.7609996136667,60.0894637845278,1740705771.4752884,438748568
B0355+54,59.72392880291955,54.22053695061657,1740705771.4752884,438748568
J0117+8928,19.318315779166664,89.47999330555555,1740705771.4752884,438748568
J0355+2113,58.958334429166655,21.222599675,1740705771.4752884,438748568
J0359+5057,59.873947,50.96393385555556,1740705771.4752884,438748568
J0410+7656,62.69004559999999,76.94592036944445,1740705771.4752884,438748568
J0117+8928,19.318315779166664,89.47999330555555,1740745792.9370022,438773752
B1508+55,227.3559564,55.52526409,1740745792.9370022,438773752
J1509+4726,227.33271761666663,47.44893824166666,1740745792.9370022,438773752
J1504+1029,226.1040824333333,10.49422182222222,1740745792.9370022,438773752
J1504+6000,226.0383697708333,60.01547576666667,1740745792.9370022,438773752
J145907.5+714019,224.781599616833,71.6721852248056,1740745792.9370022,438773752
J1625+4134,246.49029045833333,41.57795256944445,1740750304.6347034,438775555
J163925.0+863153,249.854230190333,86.5314256070278,1740750304.6347034,438775555
J0410+7656,62.69004559999999,76.94592036944445,1740750304.6347034,438775555
J160929.8+793954,242.374521096542,79.6652339023889,1740750304.6347034,438775555
J1634+6245,248.64085995833327,62.759971272222224,1740750304.6347034,438775555
J1624+6007,246.20840642916664,60.12059024166667,1740750304.6347034,438775555
J1621+3746,245.2969835833333,37.768010241666666,1740750304.6347034,438775555
J0117+8928,19.318315779166664,89.47999330555555,1740750304.6347034,438775555
J1613+3412,243.42110101249995,34.21330801666667,1740750304.6347034,438775555
J0117+8928,19.318315779166664,89.47999330555555,1740775300.4102144,438879433
J2322+1912,350.510633575,19.201731777777777,1740775300.4102144,438879433
J2325+7917,351.2630508125,79.28768935,1740775300.4102144,438879433
J2316+0405,349.14664539999995,4.088416780555555,1740775300.4102144,438879433
J2319+282A,349.9645094833333,28.474703841666663,1740775300.4102144,438879433
J2322+5057,350.6082590958333,50.96443438055556,1740775300.4102144,438879433
J2321+2732,350.49942596666665,27.546234366666667,1740775300.4102144,438879433
J234403.7+822640,356.015706109625,82.4445561011389,1740775300.4102144,438879433
B0136+57,24.832016640098225,58.24206506194864,1740783553.7481215,438904700
J0141+1353,25.28811899583333,13.891222872222222,1740783553.7481215,438904700
J0117+8928,19.318315779166664,89.47999330555555,1740783553.7481215,438904700
J013658.5+475129,24.2441450135833,47.8580833533333,1740783553.7481215,438904700
J0130+2608,22.598043341666667,26.135663352777776,1740783553.7481215,438904700
J0137+3309,24.422081866666662,33.15974373333333,1740783553.7481215,438904700
B0301+19,46.13815588,19.54716433,1740788754.2171366,438909023
J030638.9+820032,46.6622707987083,82.0090768146111,1740788754.2171366,438909023
J030335.2+471616,45.8968425815833,47.2711876312778,1740788754.2171366,438909023
J0117+8928,19.318315779166664,89.47999330555555,1740788754.2171366,438909023
J030011.1+820239,45.0464033110417,82.0442644588333,1740788754.2171366,438909023
J035902.6+600522,59.7609996136667,60.0894637845278,1740791938.8477173,438913616
B0355+54,59.72392881486245,54.22053695681744,1740791938.8477173,438913616
J0117+8928,19.318315779166664,89.47999330555555,1740791938.8477173,438913616
J0359+5057,59.873947,50.96393385555556,1740791938.8477173,438913616
J0410+7656,62.69004559999999,76.94592036944445,1740791938.8477173,438913616
J1204+5202,181.07754572083329,52.03822832222222,1742114028.3445106,439373176
J120945.0+254703,182.437896480083,25.7843695039444,1742114028.3445106,439373176
J115312.4+805829,178.30208009675,80.9747651588333,1742114028.3445106,439373176
J234403.7+822640,356.015706109625,82.4445561011389,1742114028.3445106,439373176
J1212+6708,183.194799675,67.14749161111112,1742114028.3445106,439373176
J0117+8928,19.318315779166664,89.47999330555555,1742114028.3445106,439373176
B0136+57,24.832016832984564,58.24206515013614,1740180427.6283264,438084673
J013658.5+475129,24.2441450135833,47.8580833533333,1740180427.6283264,438084673
B0531+21,83.63302816649427,22.014504119640623,1740198954.9692876,438114662
J064615.2+304123,101.563491963667,30.6898976761389,1740198954.9692876,438114662
J0117+8928,19.318315779166664,89.47999330555555,1740513109.8618944,438474245
J220921.4+374218,332.339271246625,37.7050631330556,1740513109.8618944,438474245
J2213+0913,333.4740045875,9.223682788888889,1740513109.8618944,438474245
B2217+47,334.9503756,47.91478572,1740513109.8618944,438474245
J2217+2421,334.25342155416666,24.36276622777778,1740513109.8618944,438474245
J221237.9+015251,333.158223162667,1.8808864044444,1740513109.8618944,438474245
J0117+8928,19.318315779166664,89.47999330555555,1740573454.47035,438536402
J1509+4726,227.33271761666663,47.44893824166666,1740573454.47035,438536402
B1508+55,227.3559564,55.52526409,1740573454.47035,438536402
J1507+5857,226.94744085,58.957681025,1740573454.47035,438536402
J1504+6000,226.0383697708333,60.01547576666667,1740573454.47035,438536402
J1504+1029,226.1040824333333,10.49422182222222,1740573454.47035,438536402
J145907.5+714019,224.781599616833,71.6721852248056,1740573454.47035,438536402
B1237+25,189.9174296,24.89752181,1740650799.0371597,438658954
J0117+8928,19.318315779166664,89.47999330555555,1740650799.0371597,438658954
J122906.6+020308,187.27791559125,2.0523883655278,1740650799.0371597,438658954
J134733.3+121724,206.889006744708,12.2900666368611,1694643899.722473,318479887
J140028.6+621038,210.1193676475,62.1773857151111,1694643899.722473,318479887
J134536.9+382312,206.403925976375,38.3868068624444,1695505109.5332017,321375070
J134733.3+121724,206.889006744708,12.2900666368611,1695505109.5332017,321375070
J1800+7828,270.1903495666666,78.46778289444444,1696812971.401183,325824966
J1810+7350,272.574317025,73.84168076388889,1696812971.401183,325824966
J225536.7+420252,343.902949332833,42.04792572525,1697002660.4011226,326436982
J225409.3+244523,343.538924580708,24.7565063813611,1697002660.4011226,326436982
J234403.7+822640,356.015706109625,82.4445561011389,1697002660.4011226,326436982
J2253+1608,343.4906164541666,16.14821137222222,1697002660.4011226,326436982
J1545+5135,236.2617653708333,51.58357590555556,1697407607.392137,327829121
J154508.5+475154,236.285540970833,47.8651845086667,1697407607.392137,327829121
J1546+5506,236.68172547083333,55.11396125277778,1697407607.392137,327829121
J1548+6147,237.1670850125,61.792193652777776,1697407607.392137,327829121
J1546+0026,236.53971447916663,0.440170825,1697407607.392137,327829121
J0455+7113,73.92621204583334,71.22450808333333,1697799673.0692198,329248428
J0117+8928,19.318315779166664,89.47999330555555,1697799673.0692198,329248428
J0459+2706,74.98369693749999,27.10058078333333,1697799673.0692198,329248428
J0454+4213,73.6570503,42.21690864166667,1697799673.0692198,329248428
J092058.4+444153,140.24357702775,44.6983291929722,1697901613.9001703,329580448
J092136.2+621552,140.400962818458,62.2644945419444,1697901613.9001703,329580448
J1442+4044,220.7471748166666,40.74137295,1698265632.0564632,330935888
J145907.5+714019,224.781599616833,71.6721852248056,1698265632.0564632,330935888
J1443+6332,220.9941699083333,63.54065693055556,1698265632.0564632,330935888
J143547.1+760525,218.946244180708,76.09050786575,1698265632.0564632,330935888
J1445+0958,221.31860520416663,9.976686908333331,1698265632.0564632,330935888
J143844.7+621154,219.686595489792,62.1984549611389,1698265632.0564632,330935888
J0117+8928,19.318315779166664,89.47999330555555,1700607720.669399,338013057
J1927+7358,291.95206311666664,73.96710278333333,1700607720.669399,338013057
J1902+3159,285.73307873333334,31.99491713333333,1700607720.669399,338013057
J0117+8928,19.318315779166664,89.47999330555555,1700693847.8129716,338266598
J1902+3159,285.73307873333334,31.99491713333333,1700693847.8129716,338266598
J001708.4+813508,4.2853120705833,81.5855934748333,1700712703.5678463,338344597
J0019+2021,4.907727058333333,20.36267906111112,1700712703.5678463,338344597
J002127.3+731241,5.3640631977083,73.2116475221389,1700712703.5678463,338344597
J234403.7+822640,356.015706109625,82.4445561011389,1700712703.5678463,338344597
J053056.4+133155,82.735069780875,13.5319859635556,1700731255.7048843,338403209
J0533+4822,83.31610747499998,48.381335497222224,1700731255.7048843,338403209
J0529+2500,82.29226447083333,25.014326166666667,1700731255.7048843,338403209
J1129+5638,172.26723893749997,56.64556685,1700752855.9869926,338419894
J1126+3345,171.59859925416666,33.75746690277778,1700752855.9869926,338419894
J113053.2+381518,172.722010900833,38.2551519266944,1700752855.9869926,338419894
J112813.3+592514,172.055586132542,59.4207773768889,1700752855.9869926,338419894
J1919+7433,289.7868302875,74.556565425,1700952481.1071231,338929616
J1927+7358,291.95206311666664,73.96710278333333,1700952481.1071231,338929616
J143844.7+621154,219.686595489792,62.1984549611389,1701021757.8181057,339069867
J143547.1+760525,218.946244180708,76.09050786575,1701021757.8181057,339069867
J1919+7433,289.7868302875,74.556565425,1701038683.5229645,339110603
J1927+7358,291.95206311666664,73.96710278333333,1701038683.5229645,339110603
J0217+7349,34.378389012499994,73.82572826666666,1701064596.753436,339188139
J0205+7522,31.407960625,75.36895439999999,1701064596.753436,339188139
J022239.6+430207,35.66504788875,43.0354996730833,1701064596.753436,339188139
J030011.1+820239,45.0464033110417,82.0442644588333,1701064596.753436,339188139
J0220+3241,35.20022089166667,32.68512880555555,1701064596.753436,339188139
J0117+8928,19.318315779166664,89.47999330555555,1701124739.963264,339341993
J1927+7358,291.95206311666664,73.96710278333333,1701124739.963264,339341993
J102230.2+304105,155.626243293042,30.6847547616667,1701179764.6071448,339570486
J102311.5+394815,155.798190285125,39.8042737105833,1701179764.6071448,339570486
J042356.0+415002,65.9833741315833,41.8340869267222,1701502776.8024116,341758878
J0419+5722,64.83088732916666,57.38332893888889,1701502776.8024116,341758878
J042408.5+020424,66.0356751283333,2.0736011751667,1701502776.8024116,341758878
J0414+4848,63.66360084583332,48.8040887,1701502776.8024116,341758878
J0410+7656,62.69004559999999,76.94592036944445,1701502776.8024116,341758878
J0117+8928,19.318315779166664,89.47999330555555,1701555860.2053938,341839673
J1911+2658,287.89615574999993,26.97048971111111,1701555860.2053938,341839673
J1927+7358,291.95206311666664,73.96710278333333,1701555860.2053938,341839673
J0117+8928,19.318315779166664,89.47999330555555,1701600512.3595953,341979347
J074110.7+311200,115.294597100292,31.2000636430833,1701600512.3595953,341979347
J075057.7+824158,117.740648095417,82.6994533818889,1701600512.3595953,341979347
J134733.3+121724,206.889006744708,12.2900666368611,1701709242.3993306,342256558
J140028.6+621038,210.1193676475,62.1773857151111,1701709242.3993306,342256558
J105829.6+013358,164.62335503375,1.5663399292778,1701871171.6465087,342763863
J1058+4248,164.50313789166665,42.81226565555555,1701871171.6465087,342763863
J104827.6+714335,162.115083032417,71.7266495595,1701871171.6465087,342763863
J030335.2+471616,45.8968425815833,47.2711876312778,1702101440.478063,343478457
J030011.1+820239,45.0464033110417,82.0442644588333,1702101440.478063,343478457
J030422.0+682137,46.09168279625,68.3604095848889,1702101440.478063,343478457
J1159+5820,179.95320994999997,58.33896786388889,1702133526.8258483,343537552
J1204+5202,181.07754572083329,52.03822832222222,1702133526.8258483,343537552
J115931.8+291443,179.882641307625,29.2455074506667,1702133526.8258483,343537552
J234403.7+822640,356.015706109625,82.4445561011389,1702133526.8258483,343537552
J0039+7443,9.953168725,74.7233934638889,1702179467.069069,343712196
J0054+3006,13.691190783333331,30.116206705555555,1702179467.069069,343712196
J035430.0+464318,58.6250485842083,46.7218749953056,1702190509.180027,343770778
J0410+7656,62.69004559999999,76.94592036944445,1702190509.180027,343770778
J035902.6+600522,59.7609996136667,60.0894637845278,1702190509.180027,343770778
J042356.0+415002,65.9833741315833,41.8340869267222,1702364407.8727949,344284963
J0419+5722,64.83088732916666,57.38332893888889,1702364407.8727949,344284963
J042408.5+020424,66.0356751283333,2.0736011751667,1702364407.8727949,344284963
J0410+7656,62.69004559999999,76.94592036944445,1702364407.8727949,344284963
